#    tigID        rho    covStat    arrDist
      1087       0.00       0.00       0.00
      1088       0.00       0.00       0.00
      1089       0.00       0.00       0.00
      1090       0.00       0.00       0.00
      1091       0.00       0.00       0.00
      1092       0.00       0.00       0.00
      1093       0.00       0.00       0.00
      1094       0.00       0.00       0.00
      1095       0.00       0.00       0.00
      1096       0.00       0.00       0.00
      1097       0.00       0.00       0.00
      1098       0.00       0.00       0.00
      1099       0.00       0.00       0.00
      1100       0.00       0.00       0.00
      1101       0.00       0.00       0.00
      1102       0.00       0.00       0.00
      1103       0.00       0.00       0.00
      1104       0.00       0.00       0.00
      1105       0.00       0.00       0.00
      1106       0.00       0.00       0.00
      1107       0.00       0.00       0.00
      1108       0.00       0.00       0.00
      1109       0.00       0.00       0.00
      1110       0.00       0.00       0.00
      1111       0.00       0.00       0.00
      1112       0.00       0.00       0.00
      1113       0.00       0.00       0.00
      1114       0.00       0.00       0.00
      1115       0.00       0.00       0.00
      1116       0.00       0.00       0.00
      1117       0.00       0.00       0.00
      1118       0.00       0.00       0.00
      1119       0.00       0.00       0.00
      1120       0.00       0.00       0.00
      1121       0.00       0.00       0.00
      1122       0.00       0.00       0.00
      1123       0.00       0.00       0.00
      1124       0.00       0.00       0.00
      1125       0.00       0.00       0.00
      1126       0.00       0.00       0.00
      1127       0.00       0.00       0.00
      1128       0.00       0.00       0.00
      1129       0.00       0.00       0.00
      1130       0.00       0.00       0.00
      1131       0.00       0.00       0.00
      1132       0.00       0.00       0.00
      1133       0.00       0.00       0.00
      1134       0.00       0.00       0.00
      1135       0.00       0.00       0.00
      1136       0.00       0.00       0.00
      1137       0.00       0.00       0.00
      1138       0.00       0.00       0.00
      1139       0.00       0.00       0.00
      1140       0.00       0.00       0.00
      1141       0.00       0.00       0.00
      1142       0.00       0.00       0.00
      1143       0.00       0.00       0.00
      1144       0.00       0.00       0.00
      1145       0.00       0.00       0.00
      1146       0.00       0.00       0.00
      1147       0.00       0.00       0.00
      1148       0.00       0.00       0.00
      1149       0.00       0.00       0.00
      1150       0.00       0.00       0.00
      1151       0.00       0.00       0.00
      1152       0.00       0.00       0.00
      1153       0.00       0.00       0.00
      1154       0.00       0.00       0.00
      1155       0.00       0.00       0.00
      1156       0.00       0.00       0.00
      1157       0.00       0.00       0.00
      1158       0.00       0.00       0.00
      1159       0.00       0.00       0.00
      1160       0.00       0.00       0.00
      1161       0.00       0.00       0.00
      1162       0.00       0.00       0.00
      1163       0.00       0.00       0.00
      1164       0.00       0.00       0.00
      1165       0.00       0.00       0.00
      1166       0.00       0.00       0.00
      1167       0.00       0.00       0.00
      1168       0.00       0.00       0.00
      1169       0.00       0.00       0.00
      1170       0.00       0.00       0.00
      1171       0.00       0.00       0.00
      1172       0.00       0.00       0.00
      1173       0.00       0.00       0.00
      1174       0.00       0.00       0.00
      1175       0.00       0.00       0.00
      1176       0.00       0.00       0.00
      1177       0.00       0.00       0.00
      1178       0.00       0.00       0.00
      1179       0.00       0.00       0.00
      1180       0.00       0.00       0.00
      1181       0.00       0.00       0.00
      1182       0.00       0.00       0.00
      1183       0.00       0.00       0.00
      1184       0.00       0.00       0.00
      1185       0.00       0.00       0.00
      1186       0.00       0.00       0.00
      1187       0.00       0.00       0.00
      1188       0.00       0.00       0.00
      1189    8936.50      -5.29     525.68
